9	0.00205
83	0.00215
48	0.00225
167	0.00225
181	0.0023
24	0.00235
20	0.00255
158	0.00255
77	0.00275
3	0.00295
50	0.00295
170	0.0032
185	0.0033
5	0.00335
1	0.0034
60	0.0034
113	0.00345
69	0.0035
86	0.00355
35	0.00365
81	0.0037
107	0.0037
156	0.0037
116	0.0039
4	0.0042
128	0.00425
132	0.0043
159	0.0043
68	0.0044
27	0.0045
61	0.0045
135	0.0046
182	0.00465
89	0.0047
78	0.005
153	0.005
160	0.00515
104	0.00535
2	0.0057
86	0.0057
35	0.00575
46	0.00585
96	0.0061
165	0.0063
166	0.00635
95	0.00645
161	0.0065
26	0.00665
175	0.0067
56	0.0068
9	0.00685
164	0.00685
72	0.0072
68	0.0075
119	0.0075
162	0.0075
127	0.0076
107	0.0077
24	0.00775
177	0.00775
38	0.0078
115	0.0078
19	0.00785
58	0.00795
35	0.00805
79	0.00805
160	0.00805
121	0.00815
90	0.0083
117	0.0083
78	0.0084
23	0.0089
15	0.009
168	0.00915
60	0.0093
139	0.00935
83	0.0096
125	0.0096
186	0.00985
21	0.01015
34	0.0103
90	0.01035
102	0.0104
147	0.0104
68	0.01045
101	0.01045
130	0.0107
136	0.0108
52	0.01135
106	0.01135
45	0.01145
12	0.01175
113	0.0118
126	0.0118
150	0.0118
151	0.0119
94	0.01205
164	0.0124
144	0.0125
184	0.0125
95	0.0126
172	0.0128
53	0.0129
181	0.0133
169	0.01335
50	0.0138
42	0.01385
65	0.01385
154	0.01405
140	0.0142
117	0.01425
151	0.01425
3	0.01435
138	0.0144
94	0.0145
49	0.01475
97	0.0148
142	0.01485
32	0.015
163	0.015
141	0.01505
186	0.01515
132	0.0154
48	0.01545
134	0.01545
177	0.01545
8	0.01565
103	0.0157
137	0.01575
83	0.0158
98	0.01585
51	0.016
63	0.016
174	0.016
119	0.01625
123	0.0163
85	0.01665
89	0.01695
152	0.01735
116	0.0174
109	0.01755
155	0.01765
24	0.0177
91	0.0179
49	0.0182
54	0.0182
145	0.01835
167	0.01835
117	0.01855
57	0.0187
14	0.01885
172	0.01885
86	0.0191
62	0.01925
106	0.01925
60	0.01945
148	0.0195
28	0.0196
100	0.01965
97	0.0198
30	0.0201
111	0.02015
151	0.0202
124	0.0203
171	0.0208
128	0.02085
52	0.02095
1	0.02105
159	0.02115
149	0.02135
34	0.02145
71	0.02145
170	0.02175
95	0.02185
136	0.02185
177	0.02185
29	0.02195
47	0.02195
33	0.02205
161	0.02205
19	0.02215
160	0.0222
146	0.02225
90	0.0224
104	0.0224
0	0.02275
51	0.02275
11	0.0229
43	0.023
131	0.023
73	0.02325
70	0.0233
114	0.0233
174	0.02375
17	0.0238
57	0.024
135	0.024
30	0.02415
27	0.0242
138	0.0243
54	0.02445
92	0.02455
77	0.02465
42	0.02485
181	0.025
130	0.0251
109	0.02535
180	0.02565
156	0.0257
171	0.0257
71	0.026
158	0.02605
151	0.0262
6	0.02635
124	0.02645
1	0.02685
77	0.02705
143	0.0272
91	0.02725
129	0.0273
155	0.0274
119	0.0276
69	0.0277
175	0.02775
152	0.02785
149	0.02795
88	0.0281
172	0.02815
179	0.0282
100	0.02825
134	0.0283
118	0.02835
62	0.0284
166	0.0286
4	0.02875
101	0.0292
35	0.02935
39	0.0296
163	0.02965
122	0.0297
34	0.02975
169	0.02975
11	0.02985
161	0.03
